"ap_invoice_no","block_flag","supplier_delivery_note_no","po_no","invoice_no","adr_company_id","invoice_date","invoice_image_nm","received_date","net_amount","net_days","cash_discount_days","cash_discount_per","total_amount_with_tax","net_amount_date","cash_discount_date","user_id","payment_method","payment_date","valuta_date","collective_payment","pay_flag","create_date","correction_flag","copy_to_invoice_error_file","property_id","contact_person_id","total_amount_paid","completed_flag","reminder_no","reminder_date","company_id","handover_to_other_emp","handover_reason","delivery_terms_id","packagingcost","freight_type_id","transportation_type","discount_per","discount_days","dept_id","total_tax","archive","freight_amt","other_cost","exciseable","round_val","country_id","currency_id","exchange_rate","exchange_rate_date","inclusive_price","sub_company_id","pckg_cost_prop_flag","net_amount_deci","other_cost_forex","insu_amt","insu_perc","calc_prop_flag","debit_credit_flag","transport_packing_calcon","freight_calcon","insu_calcon","pckg_cost_prop_flag1","approved_by","final_approval_flag","pending_flag","total_octroi","transport_packing_perc","freight_perc","so_no","voucher_no","voucher_date","discount_amount","cash_discount_amount","calc_local_curr","warehouse_id","type_flag","approval_date","consignee_accnt_flag","consignor_adr_company_id","landed_cost","company_id","fin_transac_no","fin_year","sub_company_id","adr_company_id","account_head_id","invoice_no","invoice_date","challan_no","challan_date","voucher_no","voucher_date","bill_no","ref_voucher_no","ref_voucher_date","ref_account_head_id","ref_company_id","transac_type","total_amount","balance_type","final_approval_flag","approved_by","country_id","currency_name","currency_symbol","exchange_rate","project_no","modify_date","approval_date","extra_txt_fld1","extra_txt_fld2","extra_txt_fld3","extra_txt_fld4","extra_date_fld1","extra_date_fld2","extra_num_fld1","extra_num_fld2","archive","voucher_text_type_id","pending_flag","op_flag","creation_date"
"INV-16-17-5387","0",NULL,NULL,"622/16-17","2025","2016-09-28",,"2016-08-16",NULL,NULL,NULL,NULL,"2165000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,"0","0","2",NULL,"2165000","1",NULL,NULL,"000020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,,,"0","0000-00-00 00:00:00","0",NULL,"0","0",NULL,NULL,NULL,"0","0",NULL,NULL,NULL,"0",NULL,"0","0",NULL,NULL,NULL,NULL,"EX002023|2016-09-28|000020","2016-09-28",NULL,NULL,"0",NULL,"3",NULL,"0","0","0","000020","229863","04-2016_03-2017","000020",,"95",,NULL,,NULL,"EX002023|2016-09-28|000020","2016-09-28",,,"0000-00-00",,,"9","2165000","dr","1","EMP155",,,,"0",,"2016-09-28 17:17:42","2016-09-28","1",,,,"0000-00-00 00:00:00",NULL,"0",NULL,"0","9999","0","0",NULL
"INV-16-17-5488","0",NULL,NULL,"681/16-17","2025","2016-09-30",,"2016-09-26",NULL,NULL,NULL,NULL,"2750000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,"0","0","2",NULL,"2750000","1",NULL,NULL,"000020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,,,"0","0000-00-00 00:00:00","0",NULL,"0","0",NULL,NULL,NULL,"0","0",NULL,NULL,NULL,"0",NULL,"0","0",NULL,NULL,NULL,NULL,"EX002044|2016-09-30|000020","2016-09-30",NULL,NULL,"0",NULL,"3",NULL,"0","0","0","000020","230844","04-2016_03-2017","000020",,"3073",,NULL,,NULL,"EX002044|2016-09-30|000020","2016-09-30",,,"0000-00-00",,,"9","2750000","cr","1","EMP155",,,,"0",,"2016-09-30 16:06:19","2016-09-30",,,,,"0000-00-00 00:00:00",NULL,"0",NULL,"0","9999","0","0",NULL
"INV-16-17-5488","0",NULL,NULL,"681/16-17","2025","2016-09-30",,"2016-09-26",NULL,NULL,NULL,NULL,"2750000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,"0","0","2",NULL,"2750000","1",NULL,NULL,"000020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,,,"0","0000-00-00 00:00:00","0",NULL,"0","0",NULL,NULL,NULL,"0","0",NULL,NULL,NULL,"0",NULL,"0","0",NULL,NULL,NULL,NULL,"EX002044|2016-09-30|000020","2016-09-30",NULL,NULL,"0",NULL,"3",NULL,"0","0","0","000020","230845","04-2016_03-2017","000020",,"3471",,NULL,,NULL,"EX002044|2016-09-30|000020","2016-09-30",,,"0000-00-00",,,"9","2750000","dr","1","EMP155",,,,"0",,"2016-09-30 16:06:19","2016-09-30","1",,,,"0000-00-00 00:00:00",NULL,"0",NULL,"0","9999","0","0",NULL
"INV-16-17-6033","0",NULL,NULL,"774/16-17","2025","2016-10-26",,"2016-10-22",NULL,NULL,NULL,NULL,"2750000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,"0","0","2",NULL,"0","0",NULL,NULL,"000020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,,,"0","0000-00-00 00:00:00","0",NULL,"0","0",NULL,NULL,NULL,"0","0",NULL,NULL,NULL,"0",NULL,"0","0",NULL,NULL,NULL,NULL,"EX002243|2016-10-26|000020","2016-10-26",NULL,NULL,"0",NULL,"3",NULL,"0","0","0","000020","237899","04-2016_03-2017","000020",,"3073",,NULL,,NULL,"EX002243|2016-10-26|000020","2016-10-26",,,"0000-00-00",,,"9","2750000","cr","1","EMP192",,,,"0",,"2016-10-26 18:21:09","2016-10-26",,,,,"0000-00-00 00:00:00",NULL,"0",NULL,"0","9999","0","0",NULL
"INV-16-17-6033","0",NULL,NULL,"774/16-17","2025","2016-10-26",,"2016-10-22",NULL,NULL,NULL,NULL,"2750000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,"0","0","2",NULL,"0","0",NULL,NULL,"000020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,,,"0","0000-00-00 00:00:00","0",NULL,"0","0",NULL,NULL,NULL,"0","0",NULL,NULL,NULL,"0",NULL,"0","0",NULL,NULL,NULL,NULL,"EX002243|2016-10-26|000020","2016-10-26",NULL,NULL,"0",NULL,"3",NULL,"0","0","0","000020","237900","04-2016_03-2017","000020",,"86",,NULL,,NULL,"EX002243|2016-10-26|000020","2016-10-26",,,"0000-00-00",,,"9","2750000","dr","1","EMP192",,,,"0",,"2016-10-26 18:21:09","2016-10-26","1",,,,"0000-00-00 00:00:00",NULL,"0",NULL,"0","9999","0","0",NULL
"INV-16-17-6101","0",NULL,NULL,"784/16-17","2025","2016-11-03",,"2016-10-24",NULL,NULL,NULL,NULL,"2950000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,"0","0","2",NULL,"0","0",NULL,NULL,"000020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,,,"0","0000-00-00 00:00:00","0",NULL,"0","0",NULL,NULL,NULL,"0","0",NULL,NULL,NULL,"0",NULL,"0","0",NULL,NULL,NULL,NULL,"EX002264|2016-11-03|000020","2016-11-03",NULL,NULL,"0",NULL,"3",NULL,"0","0","0","000020","239006","04-2016_03-2017","000020",,"3073",,NULL,,NULL,"EX002264|2016-11-03|000020","2016-11-03",,,"0000-00-00",,,"9","2950000","cr","1","EMP155",,,,"0",,"2016-11-03 18:11:47","2016-11-03",,,,,"0000-00-00 00:00:00",NULL,"0",NULL,"0","9999","0","0",NULL
"INV-16-17-6101","0",NULL,NULL,"784/16-17","2025","2016-11-03",,"2016-10-24",NULL,NULL,NULL,NULL,"2950000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,"0","0","2",NULL,"0","0",NULL,NULL,"000020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,,,"0","0000-00-00 00:00:00","0",NULL,"0","0",NULL,NULL,NULL,"0","0",NULL,NULL,NULL,"0",NULL,"0","0",NULL,NULL,NULL,NULL,"EX002264|2016-11-03|000020","2016-11-03",NULL,NULL,"0",NULL,"3",NULL,"0","0","0","000020","239007","04-2016_03-2017","000020",,"86",,NULL,,NULL,"EX002264|2016-11-03|000020","2016-11-03",,,"0000-00-00",,,"9","2950000","dr","1","EMP155",,,,"0",,"2016-11-03 18:11:47","2016-11-03","1",,,,"0000-00-00 00:00:00",NULL,"0",NULL,"0","9999","0","0",NULL
"INV-16-17-6540","0",NULL,NULL,"825/16-17","2025","2016-11-22",,"2016-11-07",NULL,NULL,NULL,NULL,"2950000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,"0","0","2",NULL,"0","0",NULL,NULL,"000020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,,,"0","0000-00-00 00:00:00","0",NULL,"0","0",NULL,NULL,NULL,"0","0",NULL,NULL,NULL,"0",NULL,"0","0",NULL,NULL,NULL,NULL,"EX002455|2016-11-22|000020","2016-11-22",NULL,NULL,"0",NULL,"3",NULL,"0","0","0","000020","244281","04-2016_03-2017","000020",,"3073",,NULL,,NULL,"EX002455|2016-11-22|000020","2016-11-22",,,"0000-00-00",,,"9","2950000","cr","1","EMP155",,,,"0",,"2016-11-22 15:22:28","2016-11-22",,,,,"0000-00-00 00:00:00",NULL,"0",NULL,"0","9999","0","0",NULL
"INV-16-17-6540","0",NULL,NULL,"825/16-17","2025","2016-11-22",,"2016-11-07",NULL,NULL,NULL,NULL,"2950000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,"0","0","2",NULL,"0","0",NULL,NULL,"000020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,,,"0","0000-00-00 00:00:00","0",NULL,"0","0",NULL,NULL,NULL,"0","0",NULL,NULL,NULL,"0",NULL,"0","0",NULL,NULL,NULL,NULL,"EX002455|2016-11-22|000020","2016-11-22",NULL,NULL,"0",NULL,"3",NULL,"0","0","0","000020","244282","04-2016_03-2017","000020",,"86",,NULL,,NULL,"EX002455|2016-11-22|000020","2016-11-22",,,"0000-00-00",,,"9","2950000","dr","1","EMP155",,,,"0",,"2016-11-22 15:22:28","2016-11-22","1",,,,"0000-00-00 00:00:00",NULL,"0",NULL,"0","9999","0","0",NULL
"INV-16-17-6541","0",NULL,NULL,"840/16-17","2025","2016-11-22",,"2016-11-12",NULL,NULL,NULL,NULL,"2950000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,"0","0","2",NULL,"0","0",NULL,NULL,"000020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,,,"0","0000-00-00 00:00:00","0",NULL,"0","0",NULL,NULL,NULL,"0","0",NULL,NULL,NULL,"0",NULL,"0","0",NULL,NULL,NULL,NULL,"EX002456|2016-11-22|000020","2016-11-22",NULL,NULL,"0",NULL,"3",NULL,"0","0","0","000020","244287","04-2016_03-2017","000020",,"3073",,NULL,,NULL,"EX002456|2016-11-22|000020","2016-11-22",,,"0000-00-00",,,"9","2950000","cr","1","EMP155",,,,"0",,"2016-11-22 15:28:53","2016-11-22",,,,,"0000-00-00 00:00:00",NULL,"0",NULL,"0","9999","0","0",NULL
"INV-16-17-6541","0",NULL,NULL,"840/16-17","2025","2016-11-22",,"2016-11-12",NULL,NULL,NULL,NULL,"2950000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,"0","0","2",NULL,"0","0",NULL,NULL,"000020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,,,"0","0000-00-00 00:00:00","0",NULL,"0","0",NULL,NULL,NULL,"0","0",NULL,NULL,NULL,"0",NULL,"0","0",NULL,NULL,NULL,NULL,"EX002456|2016-11-22|000020","2016-11-22",NULL,NULL,"0",NULL,"3",NULL,"0","0","0","000020","244288","04-2016_03-2017","000020",,"86",,NULL,,NULL,"EX002456|2016-11-22|000020","2016-11-22",,,"0000-00-00",,,"9","2950000","dr","1","EMP155",,,,"0",,"2016-11-22 15:28:53","2016-11-22","1",,,,"0000-00-00 00:00:00",NULL,"0",NULL,"0","9999","0","0",NULL
"INV-16-17-6770","0",NULL,NULL,"904/16-17","2025","2016-11-29",,"2016-11-24",NULL,NULL,NULL,NULL,"2950000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,"0","0","2",NULL,"0","0",NULL,NULL,"000020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,,,"0","0000-00-00 00:00:00","0",NULL,"0","0",NULL,NULL,NULL,"0","0",NULL,NULL,NULL,"0",NULL,"0","0",NULL,NULL,NULL,NULL,"EX002581|2016-11-29|000020","2016-11-29",NULL,NULL,"0",NULL,"3",NULL,"0","0","0","000020","246621","04-2016_03-2017","000020",,"3073",,NULL,,NULL,"EX002581|2016-11-29|000020","2016-11-29",,,"0000-00-00",,,"9","2950000","cr","1","EMP155",,,,"0",,"2016-11-29 18:17:52","2016-11-29",,,,,"0000-00-00 00:00:00",NULL,"0",NULL,"0","9999","0","0",NULL
"INV-16-17-6770","0",NULL,NULL,"904/16-17","2025","2016-11-29",,"2016-11-24",NULL,NULL,NULL,NULL,"2950000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,"0","0","2",NULL,"0","0",NULL,NULL,"000020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,,,"0","0000-00-00 00:00:00","0",NULL,"0","0",NULL,NULL,NULL,"0","0",NULL,NULL,NULL,"0",NULL,"0","0",NULL,NULL,NULL,NULL,"EX002581|2016-11-29|000020","2016-11-29",NULL,NULL,"0",NULL,"3",NULL,"0","0","0","000020","246622","04-2016_03-2017","000020",,"86",,NULL,,NULL,"EX002581|2016-11-29|000020","2016-11-29",,,"0000-00-00",,,"9","2950000","dr","1","EMP155",,,,"0",,"2016-11-29 18:17:52","2016-11-29","1",,,,"0000-00-00 00:00:00",NULL,"0",NULL,"0","9999","0","0",NULL
"INV-16-17-7176","0",NULL,NULL,"946/16-17","2025","2016-12-14",,"2016-12-06",NULL,NULL,NULL,NULL,"2750000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,"0","0","2",NULL,"0","0",NULL,NULL,"000020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,,,"0","0000-00-00 00:00:00","0",NULL,"0","0",NULL,NULL,NULL,"0","0",NULL,NULL,NULL,"0",NULL,"0","0",NULL,NULL,NULL,NULL,"EX002780|2016-12-14|000020","2016-12-14",NULL,NULL,"0",NULL,"3",NULL,"0","0","0","000020","251390","04-2016_03-2017","000020",,"3073",,NULL,,NULL,"EX002780|2016-12-14|000020","2016-12-14",,,"0000-00-00",,,"9","2750000","cr","1","EMP155",,,,"0",,"2016-12-14 17:32:12","2016-12-14",,,,,"0000-00-00 00:00:00",NULL,"0",NULL,"0","9999","0","0",NULL
"INV-16-17-7176","0",NULL,NULL,"946/16-17","2025","2016-12-14",,"2016-12-06",NULL,NULL,NULL,NULL,"2750000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,"0","0","2",NULL,"0","0",NULL,NULL,"000020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,,,"0","0000-00-00 00:00:00","0",NULL,"0","0",NULL,NULL,NULL,"0","0",NULL,NULL,NULL,"0",NULL,"0","0",NULL,NULL,NULL,NULL,"EX002780|2016-12-14|000020","2016-12-14",NULL,NULL,"0",NULL,"3",NULL,"0","0","0","000020","251391","04-2016_03-2017","000020",,"3471",,NULL,,NULL,"EX002780|2016-12-14|000020","2016-12-14",,,"0000-00-00",,,"9","2750000","dr","1","EMP155",,,,"0",,"2016-12-14 17:32:13","2016-12-14","1",,,,"0000-00-00 00:00:00",NULL,"0",NULL,"0","9999","0","0",NULL
"INV-16-17-7184","0",NULL,NULL,"975/16-17","2025","2016-12-14",,"2016-12-14",NULL,NULL,NULL,NULL,"2950000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,"0","0","2",NULL,"0","0",NULL,NULL,"000020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,,,"0","0000-00-00 00:00:00","0",NULL,"0","0",NULL,NULL,NULL,"0","0",NULL,NULL,NULL,"0",NULL,"0","0",NULL,NULL,NULL,NULL,"EX002787|2016-12-14|000020","2016-12-14",NULL,NULL,"0",NULL,"3",NULL,"0","0","0","000020","251411","04-2016_03-2017","000020",,"3073",,NULL,,NULL,"EX002787|2016-12-14|000020","2016-12-14",,,"0000-00-00",,,"9","2950000","cr","1","EMP155",,,,"0",,"2016-12-14 17:46:29","2016-12-14",,,,,"0000-00-00 00:00:00",NULL,"0",NULL,"0","9999","0","0",NULL
"INV-16-17-7184","0",NULL,NULL,"975/16-17","2025","2016-12-14",,"2016-12-14",NULL,NULL,NULL,NULL,"2950000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,"0","0","2",NULL,"0","0",NULL,NULL,"000020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,,,"0","0000-00-00 00:00:00","0",NULL,"0","0",NULL,NULL,NULL,"0","0",NULL,NULL,NULL,"0",NULL,"0","0",NULL,NULL,NULL,NULL,"EX002787|2016-12-14|000020","2016-12-14",NULL,NULL,"0",NULL,"3",NULL,"0","0","0","000020","251412","04-2016_03-2017","000020",,"86",,NULL,,NULL,"EX002787|2016-12-14|000020","2016-12-14",,,"0000-00-00",,,"9","2950000","dr","1","EMP155",,,,"0",,"2016-12-14 17:46:29","2016-12-14","1",,,,"0000-00-00 00:00:00",NULL,"0",NULL,"0","9999","0","0",NULL
"INV-16-17-7578","0",NULL,NULL,"1050/16-17","2025","2017-01-03",,"2016-12-29",NULL,NULL,NULL,NULL,"2750000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,"0","0","2",NULL,"0","0",NULL,NULL,"000020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,,,"0","0000-00-00 00:00:00","0",NULL,"0","0",NULL,NULL,NULL,"0","0",NULL,NULL,NULL,"0",NULL,"0","0",NULL,NULL,NULL,NULL,"EX002948|2017-01-03|000020","2017-01-03",NULL,NULL,"0",NULL,"3",NULL,"0","0","0","000020","256368","04-2016_03-2017","000020",,"3073",,NULL,,NULL,"EX002948|2017-01-03|000020","2017-01-03",,,"0000-00-00",,,"9","2750000","cr","1","EMP155",,,,"0",,"2017-01-03 18:27:30","2017-01-03",,,,,"0000-00-00 00:00:00",NULL,"0",NULL,"0","9999","0","0",NULL
"INV-16-17-7578","0",NULL,NULL,"1050/16-17","2025","2017-01-03",,"2016-12-29",NULL,NULL,NULL,NULL,"2750000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,"0","0","2",NULL,"0","0",NULL,NULL,"000020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,,,"0","0000-00-00 00:00:00","0",NULL,"0","0",NULL,NULL,NULL,"0","0",NULL,NULL,NULL,"0",NULL,"0","0",NULL,NULL,NULL,NULL,"EX002948|2017-01-03|000020","2017-01-03",NULL,NULL,"0",NULL,"3",NULL,"0","0","0","000020","256369","04-2016_03-2017","000020",,"3471",,NULL,,NULL,"EX002948|2017-01-03|000020","2017-01-03",,,"0000-00-00",,,"9","2750000","dr","1","EMP155",,,,"0",,"2017-01-03 18:27:30","2017-01-03","1",,,,"0000-00-00 00:00:00",NULL,"0",NULL,"0","9999","0","0",NULL
"INV-16-17-8618","0",NULL,NULL,"1170","2025","2017-02-11",,"2017-02-03",NULL,NULL,NULL,NULL,"2950000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,"0","0","2",NULL,"0","0",NULL,NULL,"000020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,,,"0","0000-00-00 00:00:00","0",NULL,"0","0",NULL,NULL,NULL,"0","0",NULL,NULL,NULL,"0",NULL,"0","0",NULL,NULL,NULL,NULL,"EX003370|2017-02-11|000020","2017-02-11",NULL,NULL,"0",NULL,"3",NULL,"0","0","0","000020","269106","04-2016_03-2017","000020",,"3073",,NULL,,NULL,"EX003370|2017-02-11|000020","2017-02-11",,,"0000-00-00",,,"9","2950000","cr","1","EMP021",,,,"0",,"2017-02-11 14:59:12","2017-02-11",,,,,"0000-00-00 00:00:00",NULL,"0",NULL,"0","9999","0","0",NULL
"INV-16-17-8618","0",NULL,NULL,"1170","2025","2017-02-11",,"2017-02-03",NULL,NULL,NULL,NULL,"2950000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,"0","0","2",NULL,"0","0",NULL,NULL,"000020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,,,"0","0000-00-00 00:00:00","0",NULL,"0","0",NULL,NULL,NULL,"0","0",NULL,NULL,NULL,"0",NULL,"0","0",NULL,NULL,NULL,NULL,"EX003370|2017-02-11|000020","2017-02-11",NULL,NULL,"0",NULL,"3",NULL,"0","0","0","000020","269107","04-2016_03-2017","000020",,"86",,NULL,,NULL,"EX003370|2017-02-11|000020","2017-02-11",,,"0000-00-00",,,"9","2950000","dr","1","EMP021",,,,"0",,"2017-02-11 14:59:13","2017-02-11","1",,,,"0000-00-00 00:00:00",NULL,"0",NULL,"0","9999","0","0",NULL
"INV-16-17-9187","0",NULL,NULL,"1246","2025","2017-03-02",,"2017-02-24",NULL,NULL,NULL,NULL,"2750000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,"0","0","2",NULL,"0","0",NULL,NULL,"000020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,,,"0","0000-00-00 00:00:00","0",NULL,"0","0",NULL,NULL,NULL,"0","0",NULL,NULL,NULL,"0",NULL,"0","0",NULL,NULL,NULL,NULL,"EX003590|2017-03-02|000020","2017-03-02",NULL,NULL,"0",NULL,"3",NULL,"0","0","0","000020","275752","04-2016_03-2017","000020",,"3073",,NULL,,NULL,"EX003590|2017-03-02|000020","2017-03-02",,,"0000-00-00",,,"9","2750000","cr","1","EMP021",,,,"0",,"2017-03-02 18:14:20","2017-03-02",,,,,"0000-00-00 00:00:00",NULL,"0",NULL,"0","9999","0","0",NULL
"INV-16-17-9187","0",NULL,NULL,"1246","2025","2017-03-02",,"2017-02-24",NULL,NULL,NULL,NULL,"2750000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,"0","0","2",NULL,"0","0",NULL,NULL,"000020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,,,"0","0000-00-00 00:00:00","0",NULL,"0","0",NULL,NULL,NULL,"0","0",NULL,NULL,NULL,"0",NULL,"0","0",NULL,NULL,NULL,NULL,"EX003590|2017-03-02|000020","2017-03-02",NULL,NULL,"0",NULL,"3",NULL,"0","0","0","000020","275753","04-2016_03-2017","000020",,"3471",,NULL,,NULL,"EX003590|2017-03-02|000020","2017-03-02",,,"0000-00-00",,,"9","2750000","dr","1","EMP021",,,,"0",,"2017-03-02 18:14:20","2017-03-02","1",,,,"0000-00-00 00:00:00",NULL,"0",NULL,"0","9999","0","0",NULL
"INV-16-17-9200","0",NULL,NULL,"1253","2025","2017-03-03",,"2017-02-24",NULL,NULL,NULL,NULL,"2950000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,"0","0","2",NULL,"0","0",NULL,NULL,"000020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,,,"0","0000-00-00 00:00:00","0",NULL,"0","0",NULL,NULL,NULL,"0","0",NULL,NULL,NULL,"0",NULL,"0","0",NULL,NULL,NULL,NULL,"EX003602|2017-03-03|000020","2017-03-03",NULL,NULL,"0",NULL,"3",NULL,"0","0","0","000020","275802","04-2016_03-2017","000020",,"3073",,NULL,,NULL,"EX003602|2017-03-03|000020","2017-03-03",,,"0000-00-00",,,"9","2950000","cr","1","EMP021",,,,"0",,"2017-03-03 12:54:48","2017-03-03",,,,,"0000-00-00 00:00:00",NULL,"0",NULL,"0","9999","0","0",NULL
"INV-16-17-9200","0",NULL,NULL,"1253","2025","2017-03-03",,"2017-02-24",NULL,NULL,NULL,NULL,"2950000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,"0","0","2",NULL,"0","0",NULL,NULL,"000020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,,,"0","0000-00-00 00:00:00","0",NULL,"0","0",NULL,NULL,NULL,"0","0",NULL,NULL,NULL,"0",NULL,"0","0",NULL,NULL,NULL,NULL,"EX003602|2017-03-03|000020","2017-03-03",NULL,NULL,"0",NULL,"3",NULL,"0","0","0","000020","275803","04-2016_03-2017","000020",,"86",,NULL,,NULL,"EX003602|2017-03-03|000020","2017-03-03",,,"0000-00-00",,,"9","2950000","dr","1","EMP021",,,,"0",,"2017-03-03 12:54:48","2017-03-03","1",,,,"0000-00-00 00:00:00",NULL,"0",NULL,"0","9999","0","0",NULL
"INV-16-17-9883","0",NULL,NULL,"1351","2025","2017-03-25",,"2017-03-24",NULL,NULL,NULL,NULL,"2950000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,"0","0","2",NULL,"0","0",NULL,NULL,"000020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,,,"0","0000-00-00 00:00:00","0",NULL,"0","0",NULL,NULL,NULL,"0","0",NULL,NULL,NULL,"0",NULL,"0","0",NULL,NULL,NULL,NULL,"EX003878|2017-03-25|000020","2017-03-25",NULL,NULL,"0",NULL,"3",NULL,"0","0","0","000020","283463","04-2016_03-2017","000020",,"3073",,NULL,,NULL,"EX003878|2017-03-25|000020","2017-03-25",,,"0000-00-00",,,"9","2950000","cr","1","EMP021",,,,"0",,"2017-03-25 15:57:24","2017-03-25",,,,,"0000-00-00 00:00:00",NULL,"0",NULL,"0","9999","0","0",NULL
"INV-16-17-9883","0",NULL,NULL,"1351","2025","2017-03-25",,"2017-03-24",NULL,NULL,NULL,NULL,"2950000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,"0","0","2",NULL,"0","0",NULL,NULL,"000020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,"0",NULL,,,"0","0000-00-00 00:00:00","0",NULL,"0","0",NULL,NULL,NULL,"0","0",NULL,NULL,NULL,"0",NULL,"0","0",NULL,NULL,NULL,NULL,"EX003878|2017-03-25|000020","2017-03-25",NULL,NULL,"0",NULL,"3",NULL,"0","0","0","000020","283464","04-2016_03-2017","000020",,"3471",,NULL,,NULL,"EX003878|2017-03-25|000020","2017-03-25",,,"0000-00-00",,,"9","2950000","dr","1","EMP021",,,,"0",,"2017-03-25 15:57:24","2017-03-25","1",,,,"0000-00-00 00:00:00",NULL,"0",NULL,"0","9999","0","0",NULL
